ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments
ATAPL-70219-00006,ATAPL-70219-00006,,,L3 CCA: CSH LVN-0PA PCB,L3 CCA: CSH LVN-0PA PCB,L3,112900-100,6,N/A,20120426,25833,
ATAPL-70219-00007,ATAPL-70219-00007,,,L3 CCA: CSH LVN-0PA PCB,L3 CCA: CSH LVN-0PA PCB,L3,112900-100,7,N/A,20120426,25833,
ATAPL-70219-00008,ATAPL-70219-00008,,,L3 CCA: CSH LVN-0PA PCB,L3 CCA: CSH LVN-0PA PCB,L3,112900-100,8,N/A,20120426,25833,
ATAPL-70240-00001,ATAPL-70240-00001,,,EXFO FTB-1-201 ANALYZER (FTB-1-SI-8G),EXFO FTB-1-201 ANALYZER (FTB-1-SI-8G),EXFO,FTB-1-201,654929,N/A,20120815,5832,
ATAPL-70241-00001,ATAPL-70241-00001,,,FLUKE DTX 1200 CABLE ANALYZER,FLUKE DTX 1200 CABLE ANALYZER,FLUKE,DTX1200,1903025,N/A,20120809,7693.91,
ATAPL-70253-00001,ATAPL-70253-00001,,,Ti Endcap CAMHD,Ti Endcap CAMHD,APL/UW,70253,4830-70253,N/A,20130207,,
ATAPL-70343-00001,ATAPL-70343-00001,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,46808,N/A,20130916,16392,
ATAPL-70343-00002,ATAPL-70343-00002,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,46809,N/A,20130916,16392,
ATAPL-70343-00003,ATAPL-70343-00003,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,46810,N/A,20130916,16392,
ATAPL-70343-00004,ATAPL-70343-00004,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,46811,N/A,20130916,16392,
ATAPL-70343-00005,ATAPL-70343-00005,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,46812,N/A,20130916,16392,
ATAPL-70343-00006,ATAPL-70343-00006,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,46813,N/A,20130916,16392,
ATAPL-70343-00007,ATAPL-70343-00007,,,Acoustic Release Transponder (O&M),Acoustic Release Transponder (O&M),OCEAN Sonics,2864,46814,N/A,20130917,16392,
ATAPL-70343-00008,ATAPL-70343-00008,,,Acoustic Release Transponder (O&M),Acoustic Release Transponder (O&M),OCEAN Sonics,2864,46815,N/A,20130917,16392,
ATAPL-70343-00009,ATAPL-70343-00009,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48077,N/A,20140121,16392,
ATAPL-70343-00010,ATAPL-70343-00010,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48078,N/A,20140121,16392,
ATAPL-70343-00011,ATAPL-70343-00011,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48079,N/A,20140121,16392,
ATAPL-70343-00012,ATAPL-70343-00012,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48080,N/A,20140121,16392,
ATAPL-70343-00013,ATAPL-70343-00013,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48081,N/A,20140121,16392,
ATAPL-70343-00014,ATAPL-70343-00014,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48082,N/A,20140121,16392,
ATAPL-70343-00015,ATAPL-70343-00015,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48083,N/A,20140121,16392,
ATAPL-70343-00016,ATAPL-70343-00016,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48084,N/A,20140121,16392,
ATAPL-70343-00017,ATAPL-70343-00017,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48085,N/A,20140121,16392,
ATAPL-70343-00018,ATAPL-70343-00018,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48086,N/A,20140121,16392,
ATAPL-70343-00019,ATAPL-70343-00019,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48087,N/A,20140121,16392,
ATAPL-70343-00020,ATAPL-70343-00020,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN48088,N/A,20140121,16392,
ATAPL-70343-00021,ATAPL-70343-00021,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN49821,N/A,20141017,16392,
ATAPL-70343-00022,ATAPL-70343-00022,,,Acoustic Release Transponder,Acoustic Release Transponder,OCEAN Sonics,2864,ETN49822,N/A,20141017,16392,
ATAPL-70344-0001A,ATAPL-70344-0001A,,,Acoustic Release Deck Box,Acoustic Release Deck Box,OCEAN Sonics,8011M,45960,N/A,20130916,16030,
ATAPL-70344-0002A,ATAPL-70344-0002A,,,Acoustic Release Deck Box,Acoustic Release Deck Box,OCEAN Sonics,8011M,46759,N/A,20130916,16030,
ATAPL-70345-00001,ATAPL-70345-00001,,,ROPOS Interface Box,ROPOS Interface Box,Highland Technologies,70345,1,N/A,20130701,14062,
ATAPL-70400-00001,ATAPL-70400-00001,,,"IXSea product ID KA00158, med. freq. transponder","IXSea product ID KA00158, med. freq. transponder",IXSea,MT9325,266,N/A,20121031,10800,
ATAPL-70400-00002,ATAPL-70400-00002,,,IXBLUE MT932S Transponder,IXBLUE MT932S Transponder,IXSea,MT9325,507,N/A,20150615,11102,
ATAPL-70400-00003,ATAPL-70400-00003,,,IXBLUE MT932S Transponder,IXBLUE MT932S Transponder,IXSea,MT9325,508,N/A,20150615,11102,
ATAPL-70407-00001,ATAPL-70407-00001,,,61M ROV CAMHD Optical Jumper,61M ROV CAMHD Optical Jumper,Teledyne ODI,1073309,1073309-1,N/A,20130522,42028,
ATAPL-70407-00002,ATAPL-70407-00002,,,61M ROV CAMHD Optical Jumper,61M ROV CAMHD Optical Jumper,Teledyne ODI,1073309,1073309-2,N/A,20140912,42028,
ATAPL-70496-00001,ATAPL-70496-00001,,,"LeBus Grooved Sleeve (2pcs) to fit winch drum 16"" OD x 12.25"" Wide","LeBus Grooved Sleeve (2pcs) to fit winch drum 16"" OD x 12.25"" Wide",LeBus,Custom,P4713-020B,N/A,20130222,5120,
ATAPL-70497-00001,ATAPL-70497-00001,,,Frame extension for 3rd glass sphere,Frame extension for 3rd glass sphere,McLane,70497,13031-01,N/A,20130524,8000,
ATAPL-70497-00002,ATAPL-70497-00002,,,Frame extension for 3rd glass sphere,Frame extension for 3rd glass sphere,McLane,70497,13317-01,N/A,20150428,6000,
ATAPL-70497-00003,ATAPL-70497-00003,,,Frame extension for 3rd glass sphere,Frame extension for 3rd glass sphere,McLane,70497,13317-02,N/A,20150428,6000,
ATAPL-70497-00004,ATAPL-70497-00004,,,Frame extension for 3rd glass sphere,Frame extension for 3rd glass sphere,McLane,70497,13317-03,N/A,20150428,6000,
ATAPL-70497-00005,ATAPL-70497-00005,,,Frame extension for 3rd glass sphere,Frame extension for 3rd glass sphere,McLane,Custom,,N/A,20140421,6000,
ATAPL-70517-00001,ATAPL-70517-00001,,,AFL FSM-70s Fusion Splicer,AFL FSM-70s Fusion Splicer,AFL,S015591,ZL9V5LA9KMSYB5RX,N/A,20130717,13899,
ATAPL-70518-00001,ATAPL-70518-00001,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-212,N/A,20130723,10852,
ATAPL-70518-00002,ATAPL-70518-00002,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-242,N/A,20140729,10852,
ATAPL-70518-00003,ATAPL-70518-00003,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-243,N/A,20140729,10852,
ATAPL-70518-00004,ATAPL-70518-00004,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-244,N/A,20140729,10852,
ATAPL-70518-00005,ATAPL-70518-00005,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-245,N/A,20140729,10852,
ATAPL-70518-00006,ATAPL-70518-00006,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-246,N/A,20140729,10852,
ATAPL-70518-00007,ATAPL-70518-00007,,,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne PC10X 4.4L Titanium Pressure Compensator,Technadyne,PC10X,324-247,N/A,20140729,10852,
ATAPL-70522-00001,ATAPL-70522-00001,,,"65"" ROCLS Drums","65"" ROCLS Drums",Highland Technologies,70522,10,N/A,20130423,11700,
ATAPL-70522-00002,ATAPL-70522-00002,,,"65"" ROCLS Drums","65"" ROCLS Drums",Highland Technologies,70522,11,N/A,20130423,11700,
ATAPL-70522-00003,ATAPL-70522-00003,,,"65"" ROCLS Drums","65"" ROCLS Drums",Highland Technologies,70522,12,N/A,20130423,11700,
ATAPL-70522-00004,ATAPL-70522-00004,,,"65"" ROCLS Drums","65"" ROCLS Drums",Highland Technologies,70522,13,N/A,20130423,11700,
ATAPL-70522-00005,ATAPL-70522-00005,,,"65"" ROCLS Drums","65"" ROCLS Drums",Highland Technologies,70522,14,N/A,20130423,11700,
ATAPL-70522-00006,ATAPL-70522-00006,,,"65"" ROCLS Drums","65"" ROCLS Drums",Highland Technologies,70522,15,N/A,20130423,11700,
ATAPL-70530-00001,ATAPL-70530-00001,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00002,ATAPL-70530-00002,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00003,ATAPL-70530-00003,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00004,ATAPL-70530-00004,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00005,ATAPL-70530-00005,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00006,ATAPL-70530-00006,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00007,ATAPL-70530-00007,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00008,ATAPL-70530-00008,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00009,ATAPL-70530-00009,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00010,ATAPL-70530-00010,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00011,ATAPL-70530-00011,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00012,ATAPL-70530-00012,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,Custom,N/A,N/A,20130415,18685,
ATAPL-70530-00013,ATAPL-70530-00013,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,13,N/A,20130904,29392.44,
ATAPL-70530-00014,ATAPL-70530-00014,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,14,N/A,20130904,29392.44,
ATAPL-70530-00015,ATAPL-70530-00015,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,15,N/A,20130904,29392.44,
ATAPL-70530-00016,ATAPL-70530-00016,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,16,N/A,20130904,26618.48,
ATAPL-70530-00017,ATAPL-70530-00017,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,17,N/A,20130904,26618.48,
ATAPL-70530-00018,ATAPL-70530-00018,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,18,N/A,20130904,27334.99,
ATAPL-70530-00019,ATAPL-70530-00019,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,19,N/A,20130904,29334.99,
ATAPL-70530-00020,ATAPL-70530-00020,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,20,N/A,20140318,29294.3,
ATAPL-70530-00021,ATAPL-70530-00021,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,21,N/A,20140318,29294.3,
ATAPL-70530-00022,ATAPL-70530-00022,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,22,N/A,20140318,28058.2,
ATAPL-70530-00023,ATAPL-70530-00023,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,23,N/A,20140318,28676.25,
ATAPL-70530-00024,ATAPL-70530-00024,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,24,N/A,20140318,29334.99,
ATAPL-70530-00025,ATAPL-70530-00025,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,25,N/A,20140318,28676.25,
ATAPL-70530-00026,ATAPL-70530-00026,,,Secondary Nodes Frame,Secondary Nodes Frame,Highland Technologies,70522,26,N/A,20140318,28676.25,
ATAPL-70532-00001,ATAPL-70532-00001,,,Deep Profiler Inductive Charging System,Deep Profiler Inductive Charging System,APL/UW,70532,1,N/A,20130703,124100,
ATAPL-70542-00002,ATAPL-70542-00002,,,Clamshell,Clamshell,Canadian Scientific Submersible Facility,Custom,,N/A,20140408,7697,
ATAPL-70542-00003,ATAPL-70542-00003,,,,,,,,,,,Missing from inventory
ATAPL-70560-00001,ATAPL-70560-00001,,,"MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board","MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board",McLane,70560,N/A,N/A,20140122,5100,
ATAPL-70560-00004,ATAPL-70560-00004,,,"MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board","MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board",McLane,Custom,13317-01,N/A,20141231,5100,
ATAPL-70560-00005,ATAPL-70560-00005,,,"MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board","MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board",McLane,Custom,13317-02,N/A,20141231,5100,
ATAPL-70560-00006,ATAPL-70560-00006,,,"MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board","MMP CF2 Stack w/ 1GB CF Card, firmware, Rev D Interface Board",McLane,Custom,13317-03,N/A,20141231,5100,
ATAPL-71445-00001,ATAPL-71445-00001,,,Ti Controller Housing w/ Endcaps #1,Ti Controller Housing w/ Endcaps #1,APL/UW,71445,13152-01,N/A,20140128,59190,
ATAPL-71445-00002,ATAPL-71445-00002,,,Ti Controller Housing w/ Endcaps #2,Ti Controller Housing w/ Endcaps #2,APL/UW,71445,13152-02,N/A,20140128,59190,
ATAPL-71445-00003,ATAPL-71445-00003,,,Ti Controller Housing w/ Endcaps #3,Ti Controller Housing w/ Endcaps #3,APL/UW,71445,13152-03,N/A,20140128,59190,
ATAPL-71445-00004,ATAPL-71445-00004,,,Ti Controller Housing w/ Endcaps #4,Ti Controller Housing w/ Endcaps #4,APL/UW,71445,1,N/A,20141231,59190,
ATAPL-71445-00005,ATAPL-71445-00005,,,Ti Controller Housing w/ Endcaps #5,Ti Controller Housing w/ Endcaps #5,APL/UW,71445,2,N/A,20141231,59190,
ATAPL-71445-00006,ATAPL-71445-00006,,,Ti Controller Housing w/ Endcaps #6,Ti Controller Housing w/ Endcaps #6,APL/UW,71445,3,N/A,20141231,59190,
ATOSU-70110-00007,ATOSU-70110-00007,,,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,3398/TAG#:116119,,20140128,6665,
ATSOO-67669-00001,ATSOO-67669-00001,,,Juniper MX80 AC CHASSIS,Juniper MX80 AC CHASSIS,Juniper,MX80,E0791,N/A,20110817,38739,
ATSOO-67669-00002,ATSOO-67669-00002,,,Juniper MX80 AC CHASSIS,Juniper MX80 AC CHASSIS,Juniper,MX80,E0851,N/A,20110817,38739,
ATSOO-67670-00001,ATSOO-67670-00001,,,Juniper EX4500 (40) port CHASSIS,Juniper EX4500 (40) port CHASSIS,Juniper,EX4500,GX0211200352,N/A,20110722,25210,
ATSOO-67670-00002,ATSOO-67670-00002,,,Juniper EX4500 (40) port CHASSIS,Juniper EX4500 (40) port CHASSIS,Juniper,EX4500,GX0211200433,N/A,20110722,25210,
ATSOO-67671-00001,ATSOO-67671-00001,,,JUNIPER SOFTWARE,JUNIPER SOFTWARE,Juniper,515885,515885,N/A,20110817,5000,
ATSOO-67671-00002,ATSOO-67671-00002,,,JUNIPER SOFTWARE,JUNIPER SOFTWARE,Juniper,515885,515885,N/A,20110817,5000,
ATSOO-67672-00001,ATSOO-67672-00001,,,EXFO FTB-1-201,EXFO FTB-1-201,EXFO,FTB-1-201,619544,N/A,20111227,28402.5,
ATSOO-67672-00002,ATSOO-67672-00002,,,EXFO FTB-1-201,EXFO FTB-1-201,EXFO,FTB-1-201,619540,N/A,20111227,28402.5,
ATSOO-67673-00001,ATSOO-67673-00001,,,Apple Mac Pro Computer System,Apple Mac Pro Computer System,APPLE,MAC Pro Desktop,HOO281V32OH,N/A,20100719,10919,
ATSOO-69549-00001,ATSOO-69549-00001,,,Medium Lift Winch:MLW-80601-75,Medium Lift Winch:MLW-80601-75,Sound Ocean Systems Inc,CUSTOM,TBD,N/A,20140810,348889.5,
ATSOO-69549-0001A,ATSOO-69549-0001A,,,Medium Lift Winch:MLW-80601-75,Medium Lift Winch:MLW-80601-75,Sound Ocean Systems Inc.,MLW-8060L-75,TBD,N/A,20140810,38765.5,
ATSOO-69553-00001,ATSOO-69553-00001,,,Buried Electro-Optical Underwater Cable 9.78Km,Buried Electro-Optical Underwater Cable 9.78Km,L-3,CUSTOM,N/A,N/A,20140930,2830669,
ATSOO-69555-00001,ATSOO-69555-00001,,,Buried Electro-Optical Underwater Cable 17.0Km,Buried Electro-Optical Underwater Cable 17.0Km,L-3,CUSTOM,N/A,N/A,20140930,0,
ATSOO-69556-00001,ATSOO-69556-00001,,,Buried Electro-Optical Underwater Cable 4Km Spare,Buried Electro-Optical Underwater Cable 4Km Spare,L-3,CUSTOM,N/A,N/A,20140930,334258,
ATSOO-69819-00001,ATSOO-69819-00001,,,Gas Chromatograph,Gas Chromatograph,GenTech Scientific,HP 5890 II,272BA12384,N/A,20141014,8930,
ATSOO-69994-00001,ATSOO-69994-00001,,,Aberdeen NAS,Aberdeen NAS,Aberdeen,NAS,AB1846532,N/A,20121030,15986,
ATSOO-69994-00002,ATSOO-69994-00002,,,Aberdeen NAS,Aberdeen NAS,Aberdeen,NAS,AB1850778,N/A,20140701,19599,
ATSOO-70145-00001,ATSOO-70145-00001,,,Agilent Spectrophotometer,Agilent Spectrophotometer,Agilent,,CN22808982,N/A,20120514,12646.38,
ATSOO-70147-00001,ATSOO-70147-00001,,,Metrohm 865 Dosimat Plus,Metrohm 865 Dosimat Plus,Metrohm,,1.87E+12,N/A,20120515,5425,
ATSOO-70148-00001,ATSOO-70148-00001,,,Metrohm 848 Titrino Plus,Metrohm 848 Titrino Plus,Metrohm,848 Titrino Plus,1.85E+12,N/A,20120515,13437,
ATSOO-70148-00002,ATSOO-70148-00002,,,Metrohm 888 Titrino Plus,Metrohm 888 Titrino Plus,Metrohm,888 Titrino Plus,590130,N/A,20120905,16419,
ATSOO-70232-00001,ATSOO-70232-00001,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,RSN,CUSTOM,N/A,N/A,20140808,50891886,
ATSOO-70232-0001A,ATSOO-70232-0001A,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,448305,
ATSOO-70232-0001B,ATSOO-70232-0001B,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,2017373,
ATSOO-70232-0001C,ATSOO-70232-0001C,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,6768,
ATSOO-70232-0001D,ATSOO-70232-0001D,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,4931355,
ATSOO-70232-0001E,ATSOO-70232-0001E,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,3586440,
ATSOO-70232-0001F,ATSOO-70232-0001F,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,100000,
ATSOO-70232-0001G,ATSOO-70232-0001G,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,90000,
ATSOO-70232-0001H,ATSOO-70232-0001H,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,28217620,
ATSOO-70232-0001J,ATSOO-70232-0001J,,,RSN PRIMARY INFRASTRUCTURE,RSN PRIMARY INFRASTRUCTURE,L-3,Custom,N/A,N/A,20150808,117000,
ATSOO-70233-00001,ATSOO-70233-00001,,,PORTABLE OPTICAL SPECTRUM ANALYZER,PORTABLE OPTICAL SPECTRUM ANALYZER,JDSU,T-BERD 6000,JDSU T-BERD 6000,N/A,20120215,23900.6,
ATSOO-70416-00001,ATSOO-70416-00001,,,Alber CRT-400 Cellcorder,Alber CRT-400 Cellcorder,Alber,CRT-400 Cellcorder,CRT056-12-3849,N/A,20121022,6473.94,
ATSOO-70419-00001,ATSOO-70419-00001,,,Tucker Trawl Frame,Tucker Trawl Frame,Tucker,,,N/A,20121220,6525,
ATSOO-70420-00001,ATSOO-70420-00001,,,UCSD Mobile Pressure Recorder,UCSD Mobile Pressure Recorder,UCSD,,,N/A,20130301,55576,
ATSOO-70421-00001,ATSOO-70421-00001,,,ISOBARIC GAS TIGHT SAMPLING SYSTEM,ISOBARIC GAS TIGHT SAMPLING SYSTEM,,,UW1,N/A,20130715,29550,
ATSOO-70421-00002,ATSOO-70421-00002,,,ISOBARIC GAS TIGHT SAMPLING SYSTEM,ISOBARIC GAS TIGHT SAMPLING SYSTEM,,,UW2,N/A,20130715,29550,
ATSOO-70422-00001,ATSOO-70422-00001,,,SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),L3,RSN OOB SIM Cards,1,N/A,20120921,6000,
ATSOO-70422-00002,ATSOO-70422-00002,,,SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),L3,RSN OOB SIM Cards,2,N/A,20120921,6000,
ATSOO-70422-00003,ATSOO-70422-00003,,,SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),L3,RSN OOB SIM Cards,3,N/A,20120921,6000,
ATSOO-70422-00004,ATSOO-70422-00004,,,SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),SHORE TRANSCEIVER MODULAR ASSY (RSN OOB SIM CARDS),L3,RSN OOB SIM Cards,4,N/A,20120921,6000,
ATSOO-70526-00001,ATSOO-70526-00001,,,Dell PowerEdge R820,Dell PowerEdge R820,Dell,PowerEdgeR820,50STGX1,N/A,20130617,9769.98,
ATSOO-70526-00002,ATSOO-70526-00002,,,Dell PowerEdge R820,Dell PowerEdge R820,Dell,PowerEdgeR820,HFW4FX1,N/A,20130617,9825.55,
ATSOO-70527-00001,ATSOO-70527-00001,,,Juniper EX4550-32F plus Juniper 650 W AC PS and  J-Care NextDay Support,Juniper EX4550-32F plus Juniper 650 W AC PS and  J-Care NextDay Support,Juniper,EX4550-32F,LX0213163823,N/A,20130620,11150.39,
ATSOO-70539-00001,ATSOO-70539-00001,,,Anixter OTDR model E8115LR,Anixter OTDR model E8115LR,Anixter,R8115LR,21838,N/A,20130916,7820.03,
ATSOO-70542-00001,ATSOO-70542-00001,,,"65"" ROCLS Drum w/Clamshell Modification ","65"" ROCLS Drum w/Clamshell Modification ",Canadian Scientific Submersible Facility,Custom,N/A,N/A,20130423,11425,
N00007,N00007,,,IMM,IMM,,,70001223,,20110617,,
N00014,N00014,,,IMM,IMM,,,70001654,,20130122,,
N00028,N00028,,,IMM,IMM,,,70001772,,20150713,92259.49,
N00042,N00042,,,IMM,IMM,,,70001764,,20150604,,
N00077,N00077,,,IMM,IMM,,,70001771,,20130510,,
N00084,N00084,,,IMM,IMM,,,70001983,,20140128,,
N00091,N00091,,,IMM,IMM,,,70007983,,20140128,,
N00098,N00098,,,IMM,IMM,,,70001987,,20140128,,
N00105,N00105,,,IMM,IMM,,,70001991,,20140128,,
N00112,N00112,,,IMM,IMM,,,70001990,,20140128,,
N00228,N00228,,,GLIDER GLOBAL PROFILING,GLIDER GLOBAL PROFILING,TELEDYNE WEBB RESEARCH,ASSY 302392,528,,,228847.5,
OL000290,OL000290,,,Controller,Controller,,CE09OPSM-00005-STCENG,SWE 0010,,,,
OL000615,OL000615,,,SIO Controller,SIO Controller,,,GP03FLMB-00002-RIM01,,,,
SD00001,SD00001,,,FleetBroadBand Hardware BDU,FleetBroadBand Hardware BDU,World-link Communications,SAILOR 250 Fleet Broadband Below Deck Unit,80619059,,20121214,8082,
